continent,dw_region,region,income,iso3,country,city,year,pm10.mean,pm10.coverage,pm10.converted,pm25.mean,pm25.coverage,pm25.converted,stations,reference,db.version,status
Europe,Western and Southern Europe,Europe,HIC,FRA,France,Village-Neuf,2016,17,>75%,Measured,12,NA,Converted,1 Suburban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,FRA,France,Villefranche-Sur-Saone,2016,18,>75%,Measured,13,>75%,Measured,1 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,FRA,France,Villemandeur,2014,18,NA,Measured,11,NA,Converted,"1 station, Background urban","Minist<U+00E8>re de l'environnement, de l'energie et de la mer",2016,
Europe,Western and Southern Europe,Europe,HIC,FRA,France,Villeurbanne,2016,26,>75%,Measured,17,NA,Converted,2 Urban-Traffic,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,FRA,France,Villiers-En-Bois,2016,11,>75%,Measured,8,NA,Converted,1 Rural-Regional-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,FRA,France,Vitry-Sur-Seine,2016,22,>75%,Measured,13,>75%,Measured,1 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,FRA,France,Vittel,2016,14,>75%,Measured,9,NA,Converted,1 Suburban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,FRA,France,Voiron,2016,19,>75%,Measured,12,NA,Converted,1 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,FRA,France,Volmunster,2013,12,>75%,Measured,8,NA,Converted,1 N.A.,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,FRA,France,Wingles,2016,19,>75%,Measured,13,NA,Converted,1 Suburban-Industrial,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,GBR,United Kingdom,Aberdeen,2015,12,>75%,Measured,8,NA,Converted,1 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,GBR,United Kingdom,Armagh,2013,19,>75%,Measured,13,NA,Converted,1 Urban-Traffic,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,GBR,United Kingdom,Barnstaple,2014,16,>75%,Measured,11,NA,Converted,1 Urban-Traffic,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,GBR,United Kingdom,Belfast,2016,19,>75%,Measured,10,>75%,Measured,"1 Urban-Background, 1 Urban-Traffic",The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,GBR,United Kingdom,Birmingham,2016,16,>75%,Measured,10,>75%,Measured,2 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,GBR,United Kingdom,Bristol,2016,15,>75%,Measured,11,NA,Converted,1 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,GBR,United Kingdom,Bury,2016,15,>75%,Measured,10,NA,Converted,1 Urban-Traffic,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,GBR,United Kingdom,Cardiff,2013,19,>75%,Measured,13,NA,Converted,1 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,GBR,United Kingdom,Carlisle,2015,17,>75%,Measured,12,NA,Converted,1 Urban-Traffic,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,GBR,United Kingdom,Chepstow,2016,18,>75%,Measured,12,NA,Converted,1 Urban-Traffic,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,GBR,United Kingdom,Chesterfield,2016,16,>75%,Measured,11,>75%,Measured,"1 Urban-Background, 1 Urban-Traffic",The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,GBR,United Kingdom,Didcot,2015,15,>75%,Measured,8,>75%,Measured,2 Rural-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,GBR,United Kingdom,Eastbourne,2016,18,>75%,Measured,12,NA,Converted,1 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,GBR,United Kingdom,Eccles,2015,18,>75%,Measured,12,NA,Converted,1 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,GBR,United Kingdom,Edinburgh,2016,11,>75%,Measured,7,NA,Converted,1 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,GBR,United Kingdom,Enniskillen,2016,5,>75%,Measured,4,NA,Converted,1 Rural-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,GBR,United Kingdom,Gillingham,2016,19,>75%,Measured,12,>75%,Measured,1 Urban-Traffic,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,GBR,United Kingdom,Glasgow,2016,12,>75%,Measured,8,>75%,Measured,"1 Urban-Background, 1 Urban-Traffic",The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,GBR,United Kingdom,Grangemouth,2015,10,>75%,Measured,7,NA,Converted,1 Urban-Industrial,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,GBR,United Kingdom,Grays,2016,17,>75%,Measured,12,NA,Converted,1 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,GBR,United Kingdom,Harlington,2013,20,>75%,Measured,14,NA,Converted,1 Urban-Industrial,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,GBR,United Kingdom,Hull,2016,16,>75%,Measured,11,>75%,Measured,"1 Urban-Background, 1 Urban-Traffic",The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,GBR,United Kingdom,Inverness,2016,9,>75%,Measured,5,>75%,Measured,1 Urban-Traffic,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,GBR,United Kingdom,Leamington Spa,2013,18,NA,Measured,13,NA,Measured,"1 station, background, urban","European Environment Agency, Air quality e-reporting database",2016,
Europe,Western and Southern Europe,Europe,HIC,GBR,United Kingdom,Leeds,2016,18,>75%,Measured,11,>75%,Measured,"1 Urban-Background, 1 Urban-Traffic",The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,GBR,United Kingdom,Leicester,2016,22,>75%,Measured,12,>75%,Measured,"1 Urban-Background, 1 Urban-Traffic",The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,GBR,United Kingdom,Liverpool,2013,14,NA,Measured,12,NA,Measured,"1 station, industrial, urban","European Environment Agency, Air quality e-reporting database",2016,
Europe,Western and Southern Europe,Europe,HIC,GBR,United Kingdom,London,2016,23,>75%,Measured,12,>75%,Measured,"1 Suburban-Background, 5 Urban-Background, 7 Urban-Traffic",The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,GBR,United Kingdom,Londonderry,2015,16,>75%,Measured,12,>75%,Measured,1 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,GBR,United Kingdom,Middlesbrough,2016,14,>75%,Measured,10,NA,Converted,1 Urban-Industrial,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,GBR,United Kingdom,Narberth,2016,12,>75%,Measured,8,NA,Converted,1 Rural-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,GBR,United Kingdom,Newcastle Upon Tyne,2016,11,>75%,Measured,8,NA,Converted,1 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,GBR,United Kingdom,Norwich,2014,16,>75%,Measured,11,NA,Converted,1 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,GBR,United Kingdom,Nottingham,2016,19,>75%,Measured,12,>75%,Measured,"1 Urban-Background, 1 Urban-Traffic",The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,GBR,United Kingdom,Penicuik,2015,6,>75%,Measured,3,>75%,Measured,3 Rural-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,GBR,United Kingdom,Plymouth,2016,15,>75%,Measured,11,NA,Converted,1 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,GBR,United Kingdom,Port Talbot,2016,22,>75%,Measured,9,>75%,Measured,2 Urban-Industrial,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,GBR,United Kingdom,Reading,2016,13,>75%,Measured,9,NA,Converted,1 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,GBR,United Kingdom,Rochester,2016,16,>75%,Measured,11,>75%,Measured,1 Rural-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,GBR,United Kingdom,Royal Leamington Spa,2016,16,>75%,Measured,10,>75%,Measured,"1 Urban-Background, 1 Urban-Traffic",The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,GBR,United Kingdom,Salford,2013,19,NA,Measured,15,NA,Measured,"1 station, background, urban","European Environment Agency, Air quality e-reporting database",2016,
Europe,Western and Southern Europe,Europe,HIC,GBR,United Kingdom,Saltash,2016,15,>75%,Measured,8,>75%,Measured,1 Urban-Traffic,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,GBR,United Kingdom,Sandy,2016,19,>75%,Measured,12,>75%,Measured,1 Urban-Traffic,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,GBR,United Kingdom,Scunthorpe,2016,17,>75%,Measured,7,NA,Measured,1 Urban-Industrial,"The European Environmental Agency (EEA) [downloaded 2018/04/14], North Lincolnshire Council",2018,
Europe,Western and Southern Europe,Europe,HIC,GBR,United Kingdom,Southampton,2015,16,>75%,Measured,10,>75%,Measured,1 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,GBR,United Kingdom,Speke,2014,14,>75%,Measured,10,NA,Converted,1 Urban-Industrial,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,GBR,United Kingdom,Stanford-Le-Hope,2016,20,>75%,Measured,13,>75%,Measured,1 Urban-Traffic,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,GBR,United Kingdom,Stockbridge,2016,15,>75%,Measured,9,>75%,Measured,1 Rural-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,GBR,United Kingdom,Stockton-On-Tees,2013,17,>75%,Measured,12,NA,Converted,1 Urban-Traffic,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,GBR,United Kingdom,Stoke - On - Trent,2013,20,NA,Measured,14,NA,Measured,"1 station, background, urban","European Environment Agency, Air quality e-reporting database",2016,
Europe,Western and Southern Europe,Europe,HIC,GBR,United Kingdom,Stoke-On-Trent,2016,20,>75%,Measured,12,>75%,Measured,"1 Urban-Background, 1 Urban-Traffic",The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,GBR,United Kingdom,Storrington,2016,19,>75%,Measured,13,>75%,Measured,1 Urban-Traffic,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,GBR,United Kingdom,Swansea,2016,19,>75%,Measured,13,>75%,Measured,1 Urban-Traffic,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,GBR,United Kingdom,Thurrock,2013,19,NA,Measured,14,NA,Converted,"1 station, background, urban","European Environment Agency, Air quality e-reporting database",2016,
Europe,Western and Southern Europe,Europe,HIC,GBR,United Kingdom,Warrington,2016,16,>75%,Measured,11,NA,Converted,1 Urban-Industrial,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,GBR,United Kingdom,Wrexham,2016,12,>75%,Measured,8,>75%,Measured,1 Urban-Traffic,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,GBR,United Kingdom,York,2016,16,>75%,Measured,11,>75%,Measured,"1 Urban-Background, 1 Urban-Traffic",The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Eastern Europe,Europe,LMIC,GEO,Georgia,Abastumani,2014,28,NA,Measured,15,NA,Converted,"1 station, NA",Ministry of Environment and Natural Resources Protection of Georgia,2016,
Europe,Eastern Europe,Europe,LMIC,GEO,Georgia,Tbilisi,2017,46,>75%,Measured,21,>75%,Measured,3 Urban Traffic,Government of Georgia,2018,
Africa,Africa,Africa (Sub-Saharan),LMIC,GHA,Ghana,Accra,2015,172,>75%,Measured,84,NA,Converted,6 Urban,EPA,2018,
Europe,Western and Southern Europe,Europe,HIC,GRC,Greece,Agia Paraskevi,2013,27,NA,Measured,10,NA,Measured,"1 station, background, suburban","European Environment Agency, Air quality e-reporting database",2016,
Europe,Western and Southern Europe,Europe,HIC,GRC,Greece,Amaroussio,2013,35,NA,Measured,13,NA,Converted,"1 station, traffic, urban","European Environment Agency, Air quality e-reporting database",2016,
Europe,Western and Southern Europe,Europe,HIC,GRC,Greece,Athens,2016,41,>75%,Measured,20,>75%,Measured,1 Urban-Traffic,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,GRC,Greece,Echedoro,2013,26,NA,Measured,10,NA,Converted,"1 station, industrial, urban","European Environment Agency, Air quality e-reporting database",2016,
Europe,Western and Southern Europe,Europe,HIC,GRC,Greece,Elefsina,2016,31,>75%,Measured,21,>75%,Measured,2 Urban-Industrial,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,GRC,Greece,Eleftherio Kordelio,2016,37,>75%,Measured,21,NA,Converted,1 Urban-Industrial,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,GRC,Greece,Ioannina,2015,37,>75%,Measured,21,NA,Converted,1 Suburban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,GRC,Greece,Koropi,2016,31,>75%,Measured,17,NA,Converted,1 Suburban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,GRC,Greece,Larisa,2016,28,>75%,Measured,15,NA,Converted,1 Urban-Traffic,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,GRC,Greece,Larissa,2013,38,NA,Measured,14,NA,Converted,"1 station, traffic, urban","European Environment Agency, Air quality e-reporting database",2016,
Europe,Western and Southern Europe,Europe,HIC,GRC,Greece,Likovrisi,2016,29,>75%,Measured,17,>75%,Measured,1 Suburban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,GRC,Greece,Lykovrisi,2013,42,NA,Measured,16,NA,Converted,"1 station, background, suburban","European Environment Agency, Air quality e-reporting database",2016,
Europe,Western and Southern Europe,Europe,HIC,GRC,Greece,Marousi,2016,32,>75%,Measured,18,NA,Converted,1 Urban-Traffic,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,GRC,Greece,Nea Smirni,2016,30,>75%,Measured,17,NA,Converted,1 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,GRC,Greece,Patra,2016,39,>75%,Measured,22,NA,Converted,1 Urban-Traffic,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,GRC,Greece,Peristeri,2016,35,>75%,Measured,19,NA,Converted,1 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,GRC,Greece,Pireas,2016,43,>75%,Measured,20,>75%,Measured,1 Urban-Traffic,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,GRC,Greece,Sindos,2013,26,>75%,Measured,15,NA,Converted,1 Urban-Industrial,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
